max_depth,subsample,colsample_bytree,n_estimators,gamma,learning_rate,accuracy
3,0.8,0.8,100,0,0.01,0.7029673454412034
3,0.8,0.8,100,0,0.1,0.6931991508766413
3,0.8,0.8,100,0,0.3,0.685963912257253
3,0.8,0.8,100,0.1,0.01,0.7029673454412034
3,0.8,0.8,100,0.1,0.1,0.6917524962654297
3,0.8,0.8,100,0.1,0.3,0.6830732237859369
3,0.8,0.8,100,0.2,0.01,0.7029673454412034
3,0.8,0.8,100,0.2,0.1,0.6924758235710355
3,0.8,0.8,100,0.2,0.3,0.6816278795502791
3,0.8,0.8,200,0,0.01,0.7000727258432267
3,0.8,0.8,200,0,0.1,0.6953710983567891
3,0.8,0.8,200,0,0.3,0.6729368136908038
3,0.8,0.8,200,0.1,0.01,0.7000727258432267
3,0.8,0.8,200,0.1,0.1,0.6921141599182326
3,0.8,0.8,200,0.1,0.3,0.6736594858086328
3,0.8,0.8,200,0.2,0.01,0.7000727258432267
3,0.8,0.8,200,0.2,0.1,0.6856042141677805
3,0.8,0.8,200,0.2,0.3,0.6733083051602589
3,0.8,0.8,300,0,0.01,0.7000707602798962
3,0.8,0.8,300,0,0.1,0.6848776109232906
3,0.8,0.8,300,0,0.3,0.6696798752522473
3,0.8,0.8,300,0.1,0.01,0.7000707602798962
3,0.8,0.8,300,0.1,0.1,0.6859652226328066
3,0.8,0.8,300,0.1,0.3,0.6613655423644417
3,0.8,0.8,300,0.2,0.01,0.7004324239326991
3,0.8,0.8,300,0.2,0.1,0.6863242655345021
3,0.8,0.8,300,0.2,0.3,0.68054092302854
3,0.8,0.9,100,0,0.01,0.7022420525722672
3,0.8,0.9,100,0,0.1,0.6975437010247136
3,0.8,0.9,100,0,0.3,0.6776338548628037
3,0.8,0.9,100,0.1,0.01,0.7022420525722672
3,0.8,0.9,100,0.1,0.1,0.696820373719108
3,0.8,0.9,100,0.1,0.3,0.6819738186964384
3,0.8,0.9,100,0.2,0.01,0.7022420525722672
3,0.8,0.9,100,0.2,0.1,0.6971820373719109
3,0.8,0.9,100,0.2,0.3,0.6816167413580733
3,0.8,0.9,200,0,0.01,0.7004343894960297
3,0.8,0.9,200,0,0.1,0.6888618077941138
3,0.8,0.9,200,0,0.3,0.6801746730612994
3,0.8,0.9,200,0.1,0.01,0.7004343894960297
3,0.8,0.9,200,0.1,0.1,0.6942880729617107
3,0.8,0.9,200,0.1,0.3,0.6866833084361978
3,0.8,0.9,200,0.2,0.01,0.7004343894960297
3,0.8,0.9,200,0.2,0.1,0.680901931493566
3,0.8,0.9,200,0.2,0.3,0.672575150038001
3,0.8,0.9,300,0,0.01,0.7007940875855019
3,0.8,0.9,300,0,0.1,0.6823505516681081
3,0.8,0.9,300,0,0.3,0.6743854338653458
3,0.8,0.9,300,0.1,0.01,0.7007940875855019
3,0.8,0.9,300,0.1,0.1,0.6866872395628587
3,0.8,0.9,300,0.1,0.3,0.6783617684828471
3,0.8,0.9,300,0.2,0.01,0.7007940875855019
3,0.8,0.9,300,0.2,0.1,0.684153628429908
3,0.8,0.9,300,0.2,0.3,0.6707694525250937
3,0.8,1.0,100,0,0.01,0.7007960531488324
3,0.8,1.0,100,0,0.1,0.6932043923788558
3,0.8,1.0,100,0,0.3,0.6819829913253139
3,0.8,1.0,100,0.1,0.01,0.7007960531488324
3,0.8,1.0,100,0.1,0.1,0.6935660560316588
3,0.8,1.0,100,0.1,0.3,0.6819829913253137
3,0.8,1.0,100,0.2,0.01,0.7007960531488324
3,0.8,1.0,100,0.2,0.1,0.691394108551511
3,0.8,1.0,100,0.2,0.3,0.6801733626857457
3,0.8,1.0,200,0,0.01,0.7007960531488324
3,0.8,1.0,200,0,0.1,0.6888532903530151
3,0.8,1.0,200,0,0.3,0.6830719134103835
3,0.8,1.0,200,0.1,0.01,0.7007960531488324
3,0.8,1.0,200,0.1,0.1,0.6866833084361977
3,0.8,1.0,200,0.1,0.3,0.6790870613517834
3,0.8,1.0,200,0.2,0.01,0.7007960531488324
3,0.8,1.0,200,0.2,0.1,0.689944833189192
3,0.8,1.0,200,0.2,0.3,0.6812590088319312
3,0.8,1.0,300,0,0.01,0.7011550960505282
3,0.8,1.0,300,0,0.1,0.6888532903530151
3,0.8,1.0,300,0,0.3,0.6722141415729748
3,0.8,1.0,300,0.1,0.01,0.7007934323977252
3,0.8,1.0,300,0.1,0.1,0.6812544225174936
3,0.8,1.0,300,0.1,0.3,0.6776371308016877
3,0.8,1.0,300,0.2,0.01,0.7007934323977252
3,0.8,1.0,300,0.2,0.1,0.6870489032156615
3,0.8,1.0,300,0.2,0.3,0.678001415205598
3,0.9,0.8,100,0,0.01,0.7018816992950179
3,0.9,0.8,100,0,0.1,0.6957366931362527
3,0.9,0.8,100,0,0.3,0.6798064575307283
3,0.9,0.8,100,0.1,0.01,0.7018816992950179
3,0.9,0.8,100,0.1,0.1,0.6975450114002673
3,0.9,0.8,100,0.1,0.3,0.6805297848363341
3,0.9,0.8,100,0.2,0.01,0.7018816992950179
3,0.9,0.8,100,0.2,0.1,0.6968216840946615
3,0.9,0.8,100,0.2,0.3,0.6808914484891371
3,0.9,0.8,200,0,0.01,0.7029634143145426
3,0.9,0.8,200,0,0.1,0.6884981785779805
3,0.9,0.8,200,0,0.3,0.6740178735225515
3,0.9,0.8,200,0.1,0.01,0.7029634143145426
3,0.9,0.8,200,0.1,0.1,0.6848815420499516
3,0.9,0.8,200,0.1,0.3,0.6761904761904762
3,0.9,0.8,200,0.2,0.01,0.7029634143145426
3,0.9,0.8,200,0.2,0.1,0.6906681604947977
3,0.9,0.8,200,0.2,0.3,0.6743788819875777
3,0.9,0.8,300,0,0.01,0.7011524752994209
3,0.9,0.8,300,0,0.1,0.6913914878004036
3,0.9,0.8,300,0,0.3,0.6725685981602327
3,0.9,0.8,300,0.1,0.01,0.7011524752994209
3,0.9,0.8,300,0.1,0.1,0.6859658778205835
3,0.9,0.8,300,0.1,0.3,0.6772728463977776
3,0.9,0.8,300,0.2,0.01,0.7007908116466179
3,0.9,0.8,300,0.2,0.1,0.6895805487852817
3,0.9,0.8,300,0.2,0.3,0.6674994103310009
3,0.9,0.9,100,0,0.01,0.7040516812118354
3,0.9,0.9,100,0,0.1,0.696461986005189
3,0.9,0.9,100,0,0.3,0.686689860313966
3,0.9,0.9,100,0.1,0.01,0.7040516812118354
3,0.9,0.9,100,0.1,0.1,0.696461986005189
3,0.9,0.9,100,0.1,0.3,0.6834348874387399
3,0.9,0.9,100,0.2,0.01,0.7040516812118354
3,0.9,0.9,100,0.2,0.1,0.6975469769635978
3,0.9,0.9,100,0.2,0.3,0.6841523180543544
3,0.9,0.9,200,0,0.01,0.7022407421967136
3,0.9,0.9,200,0,0.1,0.6881371701129544
3,0.9,0.9,200,0,0.3,0.6693195219749981
3,0.9,0.9,200,0.1,0.01,0.7022407421967136
3,0.9,0.9,200,0.1,0.1,0.6884988337657573
3,0.9,0.9,200,0.1,0.3,0.6754678040726473
3,0.9,0.9,200,0.2,0.01,0.7022407421967136
3,0.9,0.9,200,0.2,0.1,0.6932004612521949
3,0.9,0.9,200,0.2,0.3,0.6801713971224153
3,0.9,0.9,300,0,0.01,0.6993461225987367
3,0.9,0.9,300,0,0.1,0.6906701260581283
3,0.9,0.9,300,0,0.3,0.660996016458317
3,0.9,0.9,300,0.1,0.01,0.6993461225987367
3,0.9,0.9,300,0.1,0.1,0.6859652226328066
3,0.9,0.9,300,0.1,0.3,0.6787280184500879
3,0.9,0.9,300,0.2,0.01,0.6993461225987367
3,0.9,0.9,300,0.2,0.1,0.6884962130146499
3,0.9,0.9,300,0.2,0.3,0.679446104253479
3,0.9,1.0,100,0,0.01,0.7015187252666614
3,0.9,1.0,100,0,0.1,0.6957340723851455
3,0.9,1.0,100,0,0.3,0.6743932961186675
3,0.9,1.0,100,0.1,0.01,0.7015187252666614
3,0.9,1.0,100,0.1,0.1,0.6968190633435543
3,0.9,1.0,100,0.1,0.3,0.6790870613517834
3,0.9,1.0,100,0.2,0.01,0.7015187252666614
3,0.9,1.0,100,0.2,0.1,0.6950107450795397
3,0.9,1.0,100,0.2,0.3,0.6758314332887806
3,0.9,1.0,200,0,0.01,0.7036887071834788
3,0.9,1.0,200,0,0.1,0.6950081243284325
3,0.9,1.0,200,0,0.3,0.6693300049794272
3,0.9,1.0,200,0.1,0.01,0.7036887071834788
3,0.9,1.0,200,0.1,0.1,0.6913914878004035
3,0.9,1.0,200,0.1,0.3,0.6761970280682444
3,0.9,1.0,200,0.2,0.01,0.7036887071834788
3,0.9,1.0,200,0.2,0.1,0.6950081243284325
3,0.9,1.0,200,0.2,0.3,0.6798084230940588
3,0.9,1.0,300,0,0.01,0.7000701050921194
3,0.9,1.0,300,0,0.1,0.6837893440259978
3,0.9,1.0,300,0,0.3,0.6642627827135257
3,0.9,1.0,300,0.1,0.01,0.7000701050921194
3,0.9,1.0,300,0.1,0.1,0.6816219828602879
3,0.9,1.0,300,0.1,0.3,0.6675098933354299
3,0.9,1.0,300,0.2,0.01,0.7000701050921194
3,0.9,1.0,300,0.2,0.1,0.6834296459365253
3,0.9,1.0,300,0.2,0.3,0.6798110438451661
3,1.0,0.8,100,0,0.01,0.7026063369761774
3,1.0,0.8,100,0,0.1,0.6939257541211311
3,1.0,0.8,100,0,0.3,0.6751126922976125
3,1.0,0.8,100,0.1,0.01,0.7026063369761774
3,1.0,0.8,100,0.1,0.1,0.6924758235710354
3,1.0,0.8,100,0.1,0.3,0.6798143197840502
3,1.0,0.8,100,0.2,0.01,0.7026063369761774
3,1.0,0.8,100,0.2,0.1,0.6942841418350499
3,1.0,0.8,100,0.2,0.3,0.6834309563120791
3,1.0,0.8,200,0,0.01,0.7040490604607281
3,1.0,0.8,200,0,0.1,0.6866872395628587
3,1.0,0.8,200,0,0.3,0.6743828131142384
3,1.0,0.8,200,0.1,0.01,0.7040490604607281
3,1.0,0.8,200,0.1,0.1,0.6830706030348297
3,1.0,0.8,200,0.1,0.3,0.6765580365332704
3,1.0,0.8,200,0.2,0.01,0.7040490604607281
3,1.0,0.8,200,0.2,0.1,0.688135204549624
3,1.0,0.8,200,0.2,0.3,0.689222161071363
3,1.0,0.8,300,0,0.01,0.6986214849175774
3,1.0,0.8,300,0,0.1,0.6794539665068008
3,1.0,0.8,300,0,0.3,0.6783617684828472
3,1.0,0.8,300,0.1,0.01,0.6986214849175774
3,1.0,0.8,300,0.1,0.1,0.6859619466939225
3,1.0,0.8,300,0.1,0.3,0.6758268469743429
3,1.0,0.8,300,0.2,0.01,0.6986214849175774
3,1.0,0.8,300,0.2,0.1,0.6808960348035746
3,1.0,0.8,300,0.2,0.3,0.680533715962995
3,1.0,0.9,100,0,0.01,0.7022433629478209
3,1.0,0.9,100,0,0.1,0.6942854522106036
3,1.0,0.9,100,0,0.3,0.6729400896296879
3,1.0,0.9,100,0.1,0.01,0.7022433629478209
3,1.0,0.9,100,0.1,0.1,0.6928387975993922
3,1.0,0.9,100,0.1,0.3,0.6733024084702677
3,1.0,0.9,100,0.2,0.01,0.7022433629478209
3,1.0,0.9,100,0.2,0.1,0.6932004612521949
3,1.0,0.9,100,0.2,0.3,0.6772807086510995
3,1.0,0.9,200,0,0.01,0.7029647246900962
3,1.0,0.9,200,0,0.1,0.6816239484236182
3,1.0,0.9,200,0,0.3,0.6675118588987604
3,1.0,0.9,200,0.1,0.01,0.7029647246900962
3,1.0,0.9,200,0.1,0.1,0.688857221479676
3,1.0,0.9,200,0.1,0.3,0.674381502738685
3,1.0,0.9,200,0.2,0.01,0.7029647246900962
3,1.0,0.9,200,0.2,0.1,0.6859626018816993
3,1.0,0.9,200,0.2,0.3,0.6761872002515921
3,1.0,0.9,300,0,0.01,0.6957275205073774
3,1.0,0.9,300,0,0.1,0.6812635951463689
3,1.0,0.9,300,0,0.3,0.667144953743743
3,1.0,0.9,300,0.1,0.01,0.6957275205073774
3,1.0,0.9,300,0.1,0.1,0.6812596640197081
3,1.0,0.9,300,0.1,0.3,0.6751022092931833
3,1.0,0.9,300,0.2,0.01,0.6957275205073774
3,1.0,0.9,300,0.2,0.1,0.6859612915061458
3,1.0,0.9,300,0.2,0.3,0.6798097334696125
3,1.0,1.0,100,0,0.01,0.7033290090940063
3,1.0,1.0,100,0,0.1,0.6950100898917629
3,1.0,1.0,100,0,0.3,0.6848730246088529
3,1.0,1.0,100,0.1,0.01,0.7033290090940063
3,1.0,1.0,100,0.1,0.1,0.6917498755143224
3,1.0,1.0,100,0.1,0.3,0.6834296459365256
3,1.0,1.0,100,0.2,0.01,0.7033290090940063
3,1.0,1.0,100,0.2,0.1,0.6910265482087166
3,1.0,1.0,100,0.2,0.3,0.6801740178735225
3,1.0,1.0,200,0,0.01,0.7029634143145426
3,1.0,1.0,200,0,0.1,0.6884975233902036
3,1.0,1.0,200,0,0.3,0.6812576984563777
3,1.0,1.0,200,0.1,0.01,0.7029634143145426
3,1.0,1.0,200,0.1,0.1,0.6823439997903399
3,1.0,1.0,200,0.1,0.3,0.6790870613517834
3,1.0,1.0,200,0.2,0.01,0.7029634143145426
3,1.0,1.0,200,0.2,0.1,0.6841523180543543
3,1.0,1.0,200,0.2,0.3,0.6852340330738789
3,1.0,1.0,300,0,0.01,0.6993435018476296
3,1.0,1.0,300,0,0.1,0.6848808868621746
3,1.0,1.0,300,0,0.3,0.6696779096889168
3,1.0,1.0,300,0.1,0.01,0.6993435018476296
3,1.0,1.0,300,0.1,0.1,0.6787339151400792
3,1.0,1.0,300,0.1,0.3,0.671490814267369
3,1.0,1.0,300,0.2,0.01,0.6993435018476296
3,1.0,1.0,300,0.2,0.1,0.68632885184894
3,1.0,1.0,300,0.2,0.3,0.6783670099850617
